player_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,league_name,club_position,nationality_name,preferred_foot,weak_foot,pace,shooting,passing,dribbling,defending,physic
226286,G. Ávalos,Gabriel Ávalos Stumpfs,ST,75,75,4800000,15000,31,09-07-1991,188,91,Argentinos Juniors,Liga Profesional,ST,Paraguay,Right,4,71,74,61,73,46,82
226515,Andrei Girotto,Andrei Girotto,"CB, CDM",75,75,3800000,22000,31,17-02-1992,186,79,Al Taawon,Pro League,RCB,Brazil,Right,3,53,65,66,66,77,73
226777,C. Larin,Cyle Christopher Larin,ST,75,75,6000000,27000,28,17-04-1995,188,90,Mallorca,La Liga,LS,Canada,Right,4,71,75,65,69,28,78
226797,V. Malcorra,Víctor Ignacio Malcorra,"CAM, LM, CM",75,75,2300000,12000,35,24-07-1987,171,74,Rosario Central,Liga Profesional,CAM,Argentina,Left,4,74,71,79,75,59,68
226807,C. Roldan,Cristian Roldán León,"RM, CM, CAM",75,75,5500000,9000,28,03-06-1995,172,75,Seattle Sounders,Major League Soccer,RM,United States,Right,4,77,68,70,74,71,80
227055,Gelson Martins,Gelson Dany Batalha Martins,"RM, LM",75,75,5500000,43000,28,11-05-1995,170,74,Monaco,Ligue 1,SUB,Portugal,Right,3,86,70,68,79,51,57
228716,Kevin,Kevin Vázquez Comesaña,RB,75,75,4800000,20000,30,23-03-1993,173,72,Celta de Vigo,La Liga,SUB,Spain,Right,3,66,53,67,66,73,66
228805,Raíllo,Antonio José Raíllo Arenas,CB,75,75,3800000,22000,31,08-10-1991,187,80,Mallorca,La Liga,SUB,Spain,Right,3,44,36,55,55,76,77
229628,Fali,Rafael Jiménez Jarque,"CB, CDM",75,75,4700000,26000,29,12-08-1993,186,84,Cádiz,La Liga,LCB,Spain,Right,3,46,53,68,59,74,87
229788,Rubén Alcaraz,Rubén Alcaraz Jiménez,"CM, CDM",75,75,4400000,27000,32,01-05-1991,180,82,Cádiz,La Liga,LCM,Spain,Right,4,51,73,76,71,74,81
230147,F. Sacko,Falaye Sacko,"RB, CB",75,75,5000000,21000,28,01-05-1995,179,68,Montpellier,Ligue 1,RB,Mali,Right,3,92,45,62,72,69,73
230165,Simão Donatinho,Simão Alvin Donatinho Garcia,GK,75,75,4300000,20000,27,29-02-1996,188,82,Corinthians,Serie A,GK,Brazil,Left,2,,,,,,
230186,Enaldo Praz,Enaldo Diogo Barbosa Prazeres,"LB, LWB",75,75,1200000,16000,39,29-02-1984,177,73,Corinthians,Serie A,LB,Brazil,Left,3,70,49,68,65,74,71
230195,Walexinton,Alexandre Jonas Santos Fernandes,GK,75,75,3000000,11000,31,29-02-1992,177,74,Athletico Paranaense,Serie A,SUB,Brazil,Right,3,,,,,,
230219,Estevão Candeira,Estevão Danilo Candeira Inácio,"RB, LB",75,75,5500000,30000,27,29-02-1996,176,73,Flamengo,Serie A,SUB,Brazil,Right,4,77,59,70,69,70,68
230244,Leo Vimieiro,Leôncio Roger Vimieiro Madeira,LB,75,75,5500000,30000,27,29-02-1996,168,66,São Paulo,Serie A,LB,Brazil,Left,3,73,52,66,70,74,71
230323,Kaíquão Castro,Kaíque Osvaldo Castro Rodrigues,GK,75,75,4300000,17000,27,29-02-1996,190,88,Fluminense,Serie A,GK,Brazil,Right,2,,,,,,
230336,Danisco Fachini,Daniel Clayton Fachini Lobato,CDM,75,75,1600000,22000,35,29-02-1988,169,68,Flamengo,Serie A,SUB,Brazil,Right,3,66,44,67,69,74,70
230341,Joshuando Sá,Joshua Eduardo Sá Madeira,"LB, LWB, LM",75,75,5500000,23000,27,29-02-1996,182,81,Santos,Serie A,LM,Brazil,Left,3,73,44,64,65,75,74
230355,Rubens Freitosa,Rubens Jairo Freitosa Costa,CM,75,75,1800000,11000,39,29-02-1984,174,75,Athletico Paranaense,Serie A,RDM,Brazil,Right,4,64,64,73,71,68,76
230401,Duirval Diniz,Duirval Hélton Diniz Cabral,"CB, RB",75,75,5000000,14000,27,29-02-1996,187,82,Athletico Paranaense,Serie A,RB,Brazil,Right,3,53,47,55,52,77,74
230423,Pascoal Muscato,Pascoal Simão Muscato Vieira,"CDM, CM",75,75,3900000,23000,31,29-02-1992,177,84,Santos,Serie A,LDM,Brazil,Right,4,58,68,69,70,73,76
230427,Elildo Petri,Elias Thiago Petri Taffarel,"RM, CAM",75,75,6000000,33000,27,29-02-1996,172,71,Palmeiras,Serie A,SUB,Brazil,Right,4,73,68,75,77,29,69
230524,Formosandrinho,Estevão Daniel Formoso Serpa,"ST, CF",75,75,4800000,34000,31,29-02-1992,178,72,Atlético Mineiro,Serie A,SUB,Brazil,Right,3,77,77,60,73,24,61
231433,Aitor,Aitor Cantalapiedra Fernández,"LW, RW",75,75,6000000,1000,27,10-02-1996,177,67,Panathinaikos,Super League,SUB,Spain,Left,3,84,71,71,74,29,57
231862,L. Castro,Leonardo Fabio Castro Loaiza,ST,75,75,4800000,6000,31,14-06-1992,177,76,Millonarios,Liga BetPlay,ST,Colombia,Right,3,78,77,62,75,32,65
232244,S. Ascacíbar,Santiago Lionel Ascacíbar,"CM, CDM",75,75,6000000,15000,26,25-02-1997,168,68,Estudiantes,Liga Profesional,RCM,Argentina,Right,3,69,70,70,75,73,71
233478,M. Zajc,Miha Zajc,"CM, CAM",75,75,5500000,31000,29,01-07-1994,178,72,Fenerbahçe,Super Lig,SUB,Slovenia,Right,3,66,75,76,75,65,65
233483,T. Tissoudali,Tarik Tissoudali,"CF, ST",75,75,5500000,23000,30,02-04-1993,182,70,Gent,Jupiler Pro League,SUB,Morocco,Right,3,72,73,68,82,27,57
234488,M. Rygaard,Mikkel Rygaard Jensen,"CM, CAM",75,75,4400000,8000,32,25-12-1990,176,69,Häcken,Allsvenskan,RCM,Denmark,Left,3,65,73,77,77,61,66
234777,Z. Steffen,Zack Steffen,GK,75,75,4000000,69000,28,02-04-1995,191,86,Manchester City,Premier League,SUB,United States,Right,3,,,,,,
234779,Caro,José Antonio Caro Díaz,GK,75,75,3800000,7000,29,03-05-1994,184,83,Burgos,La Liga 2,GK,Spain,Right,3,,,,,,
236108,Elieser Baldeiro,Elieser Danilo Baldeiro Lopes,CB,75,75,5000000,30000,27,29-02-1996,186,85,Flamengo,Serie A,SUB,Brazil,Right,3,75,56,60,64,76,76
236690,M. Ngadeu,Michael Ngadeu-Ngadjui,CB,75,75,3600000,17000,32,23-11-1990,190,87,Beijing Guoan,Super League,RCB,Cameroon,Right,5,61,44,55,57,74,83
238224,Marcão,Amaral Alves Marcos Vinicius,ST,75,75,5500000,35000,29,16-06-1994,196,98,Wuhan Three Towns,Super League,ST,Brazil,Right,4,71,77,47,65,29,82
241775,J. El Yamiq,Jawad El Yamiq,CB,75,75,3800000,22000,31,29-02-1992,193,80,Al Wahda,Pro League,RCB,Morocco,Right,3,86,48,52,62,75,80
243015,L. Romo,Luis Francisco Romo Barrón,"CM, CDM",75,75,,,28,05-06-1995,182,84,,,,Mexico,Right,4,68,67,72,69,72,82
244390,M. Bülter,Marius Bülter,"LM, ST",75,75,5500000,31000,30,29-03-1993,188,85,TSG Hoffenheim,Bundesliga,LWB,Germany,Right,3,82,76,68,73,48,77
244621,Vinícius,Carlos Vinícius Alves Morais,ST,75,75,6000000,71000,28,22-03-1995,190,83,Fulham,Premier League,SUB,Brazil,Left,3,71,76,61,72,41,79
244791,P. Hrošovský,Patrik Hrošovský,"CDM, CM",75,75,3900000,15000,31,22-04-1992,173,70,Genk,Jupiler Pro League,LDM,Slovakia,Right,3,64,71,74,76,70,68
245694,A. Traoré,Adama Malouda Traoré,"RW, CAM",75,75,5500000,1000,28,05-06-1995,177,74,Ferencváros,NB I.,RAM,Mali,Left,2,87,72,64,75,23,60
245783,Paulo Vítor,Paulo Vítor Fagundes dos Anjos,GK,75,75,950000,16000,34,21-11-1988,196,89,Al Okhdood,Pro League,GK,Brazil,Right,3,,,,,,
251412,S. Weissman,Shon Zalman Weissman,ST,75,75,6000000,21000,27,14-02-1996,174,79,Granada,La Liga,SUB,Israel,Right,4,71,78,64,68,38,73
259608,E. Ferguson,Evan Ferguson,ST,74,86,10000000,26000,18,19-10-2004,188,75,Brighton & Hove Albion,Premier League,SUB,Republic of Ireland,Right,3,72,74,61,70,21,70
262842,M. Baturina,Martin Baturina,"CM, CAM",74,86,10000000,700,20,16-02-2003,172,68,Dinamo Zagreb,1. HNL,CAM,Croatia,Right,4,75,67,75,81,59,64
256725,Fábio Carvalho,Fábio Leandro Carvalho,"CAM, CM, LM",74,85,9500000,53000,20,30-08-2002,170,66,RB Leipzig,Bundesliga,SUB,Portugal,Right,4,78,68,68,77,45,51
262171,E. Bove,Edoardo Bove,CM,74,85,9500000,34000,21,16-05-2002,179,75,Roma,Serie A,SUB,Italy,Right,3,65,68,67,74,74,72
262880,R. Onyedika,Raphael Onyedika Nwadike,"CDM, CM",74,85,9000000,16000,22,19-04-2001,184,78,Club Brugge,Jupiler Pro League,LDM,Nigeria,Right,3,74,62,64,70,71,78
272449,Pablo Barrios,Pablo Barrios Rivas,"CM, CDM",74,85,9000000,29000,20,15-06-2003,181,75,Atlético Madrid,La Liga,SUB,Spain,Right,3,76,68,70,74,68,61
241736,Y. Bisseck,Yann Aurel Ludger Bisseck,CB,74,84,9000000,42000,22,29-11-2000,196,87,Inter,Serie A,SUB,Germany,Right,3,72,49,60,68,73,81
254088,A. Diallo,Amad Diallo Traoré,"RW, CAM",74,84,9500000,63000,20,11-07-2002,173,67,Manchester United,Premier League,RES,Côte d'Ivoire,Left,4,85,71,63,79,25,51
256196,W. Pacho,William Joel Pacho Tenorio,CB,74,84,9000000,20000,21,16-10-2001,186,81,Eintracht Frankfurt,Bundesliga,LCB,Ecuador,Left,2,83,32,56,59,73,79
256942,E. Martel,Eric Martel,"CDM, CB",74,84,9000000,16000,21,29-04-2002,188,81,FC Köln,Bundesliga,LDM,Germany,Right,3,63,51,60,69,75,80
258775,L. Sučić,Luka Sučić,"CAM, CM",74,84,9500000,13000,20,08-09-2002,185,77,Salzburg,Bundesliga,SUB,Croatia,Left,3,76,73,74,74,49,66
258906,W. Gnonto,Degnand Wilfried Gnonto,"LM, RM, ST",74,84,9000000,21000,19,05-11-2003,169,71,Leeds United,Championship,LM,Italy,Right,3,86,70,63,80,31,66
259306,F. Rieder,Fabian Rieder,"CAM, CM",74,84,9500000,27000,21,16-02-2002,181,74,Rennes,Ligue 1,SUB,Switzerland,Left,3,74,69,71,75,51,63
261050,Francisco Conceição,Francisco Fernandes Conceição,"RM, RW, LW",74,84,9500000,11000,20,14-12-2002,168,61,Porto,Liga Portugal,RES,Portugal,Left,2,81,62,68,82,32,43
261865,Miguel Gutiérrez,Miguel Gutiérrez Ortega,"LB, LWB",74,84,9000000,15000,21,27-07-2001,180,73,Girona,La Liga,LB,Spain,Left,3,77,53,70,74,69,65
262859,L. Colwill,Levi Samuels Colwill,CB,74,84,8500000,47000,20,26-02-2003,187,80,Chelsea,Premier League,LB,England,Left,3,72,34,62,68,74,74
264699,K. Asllani,Kristjan Asllani,"CM, CDM",74,84,9500000,40000,21,09-03-2002,179,70,Inter,Serie A,SUB,Albania,Right,3,66,61,73,73,69,61
268703,N. Cambiaghi,Nicolò Cambiaghi,"ST, CAM, LW",74,84,9500000,35000,22,28-12-2000,173,74,Empoli,Serie A,SUB,Italy,Right,3,81,73,62,76,38,72
268868,Tiago Gouveia,Tiago Maria Antunes Gouveia,"RM, RW, LW",74,84,9500000,11000,22,18-06-2001,176,72,Benfica,Liga Portugal,SUB,Portugal,Right,3,85,68,66,75,28,57
241811,Sergio Gómez,Sergio Gómez Martín,LB,74,83,9000000,64000,22,04-09-2000,171,68,Manchester City,Premier League,SUB,Spain,Left,3,69,70,75,77,69,65
243702,D. Spence,Djed Spence,"RB, RWB",74,83,9000000,46000,22,09-08-2000,185,71,Leeds United,Championship,RB,England,Right,3,88,43,61,74,68,63
245132,D. Popov,Denys Popov,CB,74,83,8500000,750,24,17-02-1999,185,81,Dynamo Kyiv,Premier League,LCB,Ukraine,Right,4,63,38,48,57,74,74
248465,I. Maatsen,Ian Ethan Maatsen,"LB, LWB",74,83,9000000,47000,21,10-03-2002,168,57,Chelsea,Premier League,SUB,Netherlands,Left,4,83,58,68,75,68,64
251806,Q. Timber,Quinten Ryan Crispito Timber,"CM, CAM, CDM",74,83,9500000,13000,22,17-06-2001,179,71,Feyenoord,Eredivisie,LCM,Netherlands,Right,4,74,61,70,78,69,80
252793,T. Harwood-Bellis,Taylor Jay Harwood-Bellis,CB,74,83,9000000,53000,21,30-01-2002,188,73,Southampton,Championship,SUB,England,Right,3,67,36,60,65,74,74
253177,Y. Musah,Yunus Dimoara Musah,"CM, RM",74,83,9000000,34000,20,29-11-2002,178,75,Milan,Serie A,SUB,United States,Right,3,84,68,71,76,69,72
254551,G. Mikautadze,Georges Mikautadze,ST,74,83,9500000,14000,22,31-10-2000,176,71,Ajax,Eredivisie,SUB,Georgia,Right,3,80,76,70,78,37,69
256853,M. Tillman,Malik Tillman,"CAM, CM, ST",74,83,9500000,32000,21,28-05-2002,187,71,PSV,Eredivisie,SUB,United States,Right,3,81,68,67,78,59,65
258885,Luiz Júnior,Luiz Lúcio Reis Júnior,GK,74,83,8000000,6000,22,14-01-2001,194,88,Famalicão,Liga Portugal,GK,Brazil,Right,3,,,,,,
258966,A. Cambiaso,Andrea Cambiaso,"LB, LWB, LM",74,83,9000000,54000,23,20-02-2000,183,72,Juventus,Serie A,SUB,Italy,Left,4,75,54,70,74,69,60
260843,A. Zaroury,Anass Zaroury,"LM, ST",74,83,9500000,34000,22,07-11-2000,178,68,Burnley,Premier League,SUB,Morocco,Right,5,84,68,68,76,27,61
262118,T. Livramento,Valentino Livramento,RB,74,83,9000000,47000,20,12-11-2002,181,71,Newcastle United,Premier League,SUB,England,Right,4,78,47,65,73,71,62
262642,Z. Amdouni,Mohamed Zeki Amdouni,"ST, CAM",74,83,9500000,37000,22,04-12-2000,185,79,Burnley,Premier League,CAM,Switzerland,Right,4,72,74,69,76,46,70
263041,A. Prass,Alexander Prass,"CM, LM",74,83,9500000,14000,22,26-05-2001,180,72,Sturm Graz,Bundesliga,LCM,Austria,Left,3,73,65,73,75,69,75
265693,J. Kiwior,Jakub Piotr Kiwior,"CB, CDM",74,83,8500000,56000,23,15-02-2000,189,75,Arsenal,Premier League,SUB,Poland,Left,3,67,37,59,61,75,77
268534,A. Diouf,Andy Diouf,"CM, CDM",74,83,9000000,21000,20,17-05-2003,187,81,Lens,Ligue 1,LCM,France,Left,3,74,66,69,76,66,75
277839,N. Krstović,Nikola Krstović,ST,74,83,9500000,15000,23,05-04-2000,185,81,Lecce,Serie A,ST,Montenegro,Right,4,69,74,54,70,26,74
241436,C. Bassey,Calvin Bassey Ughelumba,"CB, LB",74,82,8500000,46000,23,31-12-1999,185,76,Fulham,Premier League,SUB,Nigeria,Left,3,83,44,62,66,73,86
244257,J. Burkardt,Jonathan Michael Burkardt,"ST, CF",74,82,9500000,23000,22,11-07-2000,181,79,FSV Mainz 05,Bundesliga,SUB,Germany,Right,3,79,73,67,77,43,75
245597,Víctor Gómez,Víctor Gómez Perea,"RB, RWB, LB",74,82,9000000,10000,23,01-04-2000,169,68,Sporting Braga,Liga Portugal,RB,Spain,Right,4,80,51,72,73,68,69
246728,L. Traoré,Lassina Chamste Soudine Franck Traoré,ST,74,82,9500000,900,22,12-01-2001,183,90,Shakhtar Donetsk,Premier League,ST,Burkina Faso,Right,3,78,72,57,69,30,77
247361,B. Aaronson,Brenden Russell Aaronson,"CAM, RM, CM",74,82,9500000,32000,22,22-10-2000,177,66,FC Union Berlin,Bundesliga,LCM,United States,Right,3,77,66,70,79,54,62
247497,A. Bella Kotchap,Armel Bella Kotchap,CB,74,82,9000000,24000,21,11-12-2001,190,87,PSV,Eredivisie,SUB,Germany,Right,5,78,25,50,50,74,77
248729,G. Isaksen,Gustav Tang Isaksen,"RW, ST, CF",74,82,9500000,35000,22,19-04-2001,178,65,Lazio,Serie A,SUB,Denmark,Left,3,89,70,65,77,40,51
251392,T. Krauß,Tom Krauß,"CDM, CM",74,82,9000000,19000,22,22-06-2001,182,75,FSV Mainz 05,Bundesliga,SUB,Germany,Right,3,76,66,66,73,71,75
252208,R. Yılmaz,Rıdvan Yılmaz,LB,74,82,9000000,34000,22,21-05-2001,174,60,Rangers,Premiership,SUB,Turkey,Left,2,86,50,66,77,67,59
252327,Manu Sánchez,Manuel Sánchez de la Peña,"LB, LWB, LM",74,82,9000000,16000,22,24-08-2000,171,66,Celta de Vigo,La Liga,LB,Spain,Left,3,73,44,62,68,72,60
252512,A. Rouault,Anthony Rouault,CB,74,82,9000000,16000,22,29-05-2001,186,77,VfB Stuttgart,Bundesliga,SUB,France,Right,3,54,30,60,56,75,73
252837,Nico Melamed,Nicolás Melamed Ribaudo,"CAM, LM, RM",74,82,9500000,9000,22,11-04-2001,173,68,Espanyol,La Liga 2,CAM,Spain,Right,3,78,66,75,77,40,57
253416,Raúl García,Raúl García de Haro,ST,74,82,9500000,22000,22,03-11-2000,192,70,Osasuna,La Liga,SUB,Spain,Right,3,70,74,62,71,25,68
255566,Samú Costa,Samuel de Almeida Costa,"CDM, CM",74,82,9000000,17000,22,27-11-2000,185,84,Mallorca,La Liga,SUB,Portugal,Left,2,62,63,67,68,70,73
256035,K. Sulemana,Kamaldeen Sulemana,"LW, LM, ST",74,82,9500000,30000,21,15-02-2002,175,70,Southampton,Championship,SUB,Ghana,Right,4,93,69,66,79,28,60
257073,Tiago Tomás,Tiago Barreiros de Melo Tomás,"ST, RW",74,82,9500000,29000,21,16-06-2002,180,78,VfL Wolfsburg,Bundesliga,SUB,Portugal,Right,3,88,70,58,77,39,69
258180,S. Meza,Sebastián Tomás Meza,GK,74,82,8000000,8000,23,14-03-2000,185,82,Huracán,Liga Profesional,SUB,Argentina,Right,3,,,,,,
261417,K. Mier,Kevin Leonardo Mier Robles,GK,74,82,8000000,4000,23,18-05-2000,190,73,Atlético Nacional,Liga BetPlay,GK,Colombia,Right,1,,,,,,
262042,M. Estève,Maxime Estève,CB,74,82,9000000,14000,21,26-05-2002,193,87,Montpellier,Ligue 1,SUB,France,Left,3,65,33,52,54,74,77
263377,L. Abada,Liel Abada,RW,74,82,9500000,35000,21,03-10-2001,168,67,Celtic,Premiership,RM,Israel,Right,4,88,71,67,74,41,58
264330,C. Zafeiris,Christos Zafeiris,"CM, CDM",74,82,9000000,900,20,23-02-2003,173,75,Slavia Praha,Fortuna Liga,RCM,Norway,Right,4,77,66,72,78,63,74
231207,J. Lucumí,Jhon Janer Lucumí Bonilla,CB,74,81,7500000,24000,25,26-06-1998,187,82,Bologna,Serie A,LCB,Colombia,Left,3,68,28,59,63,73,79
231448,R. Nelson,Reiss Nelson,"RW, LW",74,81,8500000,69000,23,10-12-1999,175,71,Arsenal,Premier League,SUB,England,Right,3,86,66,69,78,36,55
233841,C. Cuesta,Carlos Eccehomo Cuesta Figueroa,CB,74,81,8000000,12000,24,09-03-1999,179,81,Genk,Jupiler Pro League,RCB,Colombia,Right,3,76,28,52,64,73,76
235735,E. Ampadu,Ethan Kwame Colm Raymond Ampadu,"CDM, CM, CB",74,81,8000000,29000,22,14-09-2000,183,78,Leeds United,Championship,RDM,Wales,Right,3,66,49,63,69,74,70
238230,J. Campaz,Jaminton Leandro Campaz,"LM, CAM, LW",74,81,8500000,14000,23,24-05-2000,168,68,Rosario Central,Liga Profesional,LM,Colombia,Left,2,80,71,71,74,30,55
241496,T. Weah,Timothy Tarpeh Weah,"RM, LB, RB",74,81,8500000,60000,23,22-02-2000,182,66,Juventus,Serie A,RM,United States,Right,3,85,70,67,75,63,70
242195,M. McKenzie,Mark Alexander McKenzie,CB,74,81,8000000,12000,24,25-02-1999,184,83,Genk,Jupiler Pro League,LCB,United States,Right,5,81,36,50,64,73,77
243057,N. Williams,Neco Williams,"RWB, RB, LWB",74,81,8000000,39000,22,13-04-2001,183,72,Nottingham Forest,Premier League,SUB,Wales,Right,3,74,46,67,72,69,63
243952,A. Lunin,Andriy Lunin,GK,74,81,7000000,59000,24,11-02-1999,192,87,Real Madrid,La Liga,SUB,Ukraine,Right,3,,,,,,
244270,N. Moro,Nikola Moro,"CDM, CM",74,81,7500000,24000,25,12-03-1998,185,77,Bologna,Serie A,LDM,Croatia,Right,5,68,71,73,73,69,77
247249,J. Piroe,Joël Mohammed Ramzan Piroe,"ST, RW, CAM",74,81,8500000,35000,23,02-08-1999,185,74,Leeds United,Championship,CAM,Netherlands,Left,4,66,77,62,71,29,71
247679,V. Boniface,Victor Okoh Boniface,ST,74,81,8500000,37000,22,23-12-2000,193,85,Bayer 04 Leverkusen,Bundesliga,ST,Nigeria,Right,3,74,74,62,71,37,81
251942,Costinha,João Pedro Loureiro da Costa,"RWB, RB",74,81,8000000,8000,23,26-03-2000,181,76,Rio Ave,Liga Portugal,RWB,Portugal,Right,3,71,52,61,68,72,75
251988,A. Colpani,Andrea Colpani,"CM, CAM, CF",74,81,8500000,34000,24,11-05-1999,184,75,Monza,Serie A,RF,Italy,Left,2,76,64,74,75,64,64
252143,Daniel Bragança,Daniel Santos Bragança,CM,74,81,8500000,11000,24,27-05-1999,178,71,Sporting CP,Liga Portugal,SUB,Portugal,Left,4,79,65,75,79,64,62
257899,K. Fujimoto,本 寛也,"CAM, CM",74,81,8500000,10000,24,01-07-1999,176,68,Gil Vicente,Liga Portugal,CAM,Japan,Left,4,77,68,72,75,52,53
258607,Toti Gomes,Tote António Gomes,"CB, LB",74,81,8000000,39000,24,16-01-1999,187,72,Wolverhampton Wanderers,Premier League,SUB,Portugal,Left,3,76,47,63,63,74,75
259521,Terrats,Ramón Terrats Espacio,"CM, CDM, CB",74,81,8500000,23000,22,18-10-2000,181,71,Villarreal,La Liga,SUB,Spain,Left,3,57,64,69,70,71,71
261188,I. Ndiaye,Iliman Ndiaye,"ST, CAM",74,81,8500000,30000,23,06-03-2000,180,70,Olympique de Marseille,Ligue 1,LS,Senegal,Right,3,84,74,64,80,37,66
261478,T. Douvikas,Anastasios Douvikas,ST,74,81,8500000,19000,23,02-08-1999,186,76,Celta de Vigo,La Liga,SUB,Greece,Right,4,81,72,62,73,34,73
262394,S. Beukema,Sam Beukema,CB,74,81,8000000,21000,24,17-11-1998,188,77,Bologna,Serie A,RCB,Netherlands,Right,3,59,55,58,62,75,74
269626,Đ. Petrović,Đorđe Petrović,GK,74,81,7000000,44000,23,08-10-1999,194,88,Chelsea,Premier League,SUB,Serbia,Right,2,,,,,,
273990,Jeffinho,Jefferson Ruan Pereira dos Santos,"LW, LM",74,81,8500000,28000,23,30-12-1999,176,63,Olympique Lyonnais,Ligue 1,SUB,Brazil,Right,3,87,55,66,80,35,47
233092,J. Pereyra,Joaquín Nicolás Pereyra,"CM, LM",74,80,6500000,10000,24,01-12-1998,181,71,Atlético Tucumán,Liga Profesional,LCM,Argentina,Left,3,67,67,75,73,63,66
233795,B. Brereton Díaz,Benjamin Anthony Brereton Díaz,"LM, ST",74,80,6500000,23000,24,18-04-1999,188,75,Villarreal,La Liga,SUB,Chile,Right,3,83,73,66,74,41,78
236600,J. Tanganga,Japhet Tanganga,"RB, CB, RWB",74,80,6000000,46000,24,31-03-1999,180,73,FC Augsburg,Bundesliga,SUB,England,Right,3,73,33,63,70,75,77
236830,Z. Youssouf,Zaydou Youssouf,"CM, CDM, RM",74,80,6500000,8000,23,11-07-1999,182,77,Famalicão,Liga Portugal,LCM,France,Left,3,64,60,72,79,65,73
237003,S. Birindelli,Samuele Birindelli,"RWB, RM, RB",74,80,6000000,30000,23,19-07-1999,176,70,Monza,Serie A,SUB,Italy,Right,4,82,52,65,71,70,66
237328,N. Tella,Nathan Tella,"RM, LM, ST",74,80,6500000,34000,23,05-07-1999,173,70,Bayer 04 Leverkusen,Bundesliga,SUB,England,Right,3,88,69,65,76,33,58
239738,J. Angulo,Jesús Alberto Angulo Uriarte,"CB, LB, LWB",74,80,,,25,30-01-1998,179,81,,,,Mexico,Left,3,79,48,63,70,75,76
239778,J. Moder,Jakub Piotr Moder,"CM, CDM, LM",74,80,6500000,51000,24,07-04-1999,188,78,Brighton & Hove Albion,Premier League,RES,Poland,Right,5,64,70,74,72,69,72
240683,L. Reis,Ludovit Reis,"CM, CDM",74,80,6500000,22000,23,01-06-2000,178,78,Hamburger SV,2. Bundesliga,RCM,Netherlands,Right,4,75,63,70,78,67,72
241842,B. Johnson,Benjamin Johnson,"RB, LB, CB",74,80,6000000,40000,23,24-01-2000,180,69,West Ham United,Premier League,SUB,England,Right,4,75,38,62,67,73,71
241928,A. Sambi Lokonga,Albert-Mboyo Sambi Lokonga,"CDM, CM",74,80,6000000,56000,23,22-10-1999,183,73,Luton Town,Premier League,SUB,Belgium,Right,3,66,58,74,77,68,68
241930,F. Gattoni,Federico Agustín Gattoni,CB,74,80,6000000,17000,24,16-02-1999,183,79,Sevilla,La Liga,SUB,Argentina,Right,4,71,60,59,64,75,75
241933,Monchu,Ramón Rodríguez Jiménez,"CM, CDM",74,80,6500000,10000,23,13-09-1999,173,68,Real Valladolid,La Liga 2,RDM,Spain,Right,3,69,70,73,72,67,66
243133,J. Scally,Joseph Scally,RB,74,80,6000000,16000,20,31-12-2002,184,80,Borussia Mönchengladbach,Bundesliga,RB,United States,Right,3,81,43,63,71,71,72
243481,M. Pedersen,Marcus Holmgren Pedersen,"RB, LB",74,80,6000000,12000,23,16-06-2000,178,76,Sassuolo,Serie A,SUB,Norway,Right,4,90,49,68,72,66,70
245491,P. Beruatto,Pietro Beruatto,LB,74,80,6000000,5000,24,21-12-1998,184,76,Pisa,Serie B,LB,Italy,Left,3,70,43,59,65,74,69
245940,Silas,Silas Katompa Mvumpa,"RM, ST",74,80,6500000,19000,24,06-10-1998,189,82,VfB Stuttgart,Bundesliga,RM,Congo DR,Right,2,87,70,61,80,52,67
246289,C. Huerta,César Saúl Huerta Valera,"LW, LM",74,80,,,22,03-12-2000,171,67,,,,Mexico,Right,3,83,69,69,76,48,67
246928,Iván Martín,Iván Martín Núñez,"CM, RM, CAM",74,80,6500000,19000,24,14-02-1999,178,70,Girona,La Liga,SUB,Spain,Left,3,74,71,74,77,59,52
251377,R. Zalazar,Rodrigo Zalazar Martínez,"CM, CAM",74,80,6500000,12000,23,12-08-1999,178,78,Sporting Braga,Liga Portugal,SUB,Uruguay,Right,3,78,69,72,79,62,69
252541,J. Chotard,Joris Chotard,"CDM, CM",74,80,6000000,14000,21,24-09-2001,179,70,Montpellier,Ligue 1,LDM,France,Right,4,66,54,72,74,71,68
255718,R. Sosa,Ramón Sosa Acosta,"LM, RM",74,80,6500000,12000,23,31-08-1999,178,76,Talleres Córdoba,Liga Profesional,LM,Paraguay,Right,4,82,66,68,75,49,61
259139,David Costa,David Pereira Da Costa,LW,74,80,7000000,28000,22,05-01-2001,168,64,Lens,Ligue 1,SUB,Portugal,Left,3,72,68,67,81,33,43
259694,Mingueza,Óscar Mingueza García,"RB, CB",74,80,6000000,16000,24,13-05-1999,184,75,Celta de Vigo,La Liga,RB,Spain,Right,3,74,35,65,64,72,74
262402,Sergi Cardona,Sergi Cardona Bermúdez,"LB, LM",74,80,6000000,14000,23,08-07-1999,186,76,Las Palmas,La Liga,LB,Spain,Left,3,80,42,60,63,73,69
262417,Daniel Figueira,Daniel Alexis Leite Figueira,GK,74,80,5500000,5000,24,20-07-1998,189,82,Estoril,Liga Portugal,GK,Portugal,Right,3,,,,,,
225908,R. Oxford,Reece Oxford,"CB, CDM",74,79,6000000,19000,24,16-12-1998,193,86,FC Augsburg,Bundesliga,SUB,England,Right,3,65,33,54,61,75,76
